Movie_ID,Series_Title,Genre,Overview,Director,Stars
678,Evil Dead II,action comedi fantasi,lone survivor onslaught fleshpossess spirit hole cabin group stranger demon continu attack,sam raimi,bruce campbel sarah berri dan hick kassi wesley depaiva
679,Ferris Bueller's Day Off,comedi,high school wise guy determin day school despit princip think,john hugh,matthew broderick alan ruck mia sara jeffrey jone
680,Down by Law,comedi crime drama,men frame sent jail meet murder help escap leav state,jim jarmusch,tom wait john luri roberto benigni nicoletta braschi
681,The Goonies,adventur comedi famili,group young misfit call gooni discov ancient map set adventur legendari pirat longlost treasur,richard donner,sean astin josh brolin jeff cohen corey feldman
682,The Color Purple,drama,black southern woman struggl ident suffer abus father decad,steven spielberg,danni glover whoopi goldberg oprah winfrey margaret averi
683,The Breakfast Club,comedi drama,high school student meet saturday detent discov lot common thought,john hugh,emilio estevez judd nelson molli ringwald alli sheedi
684,The Killing Fields,biographi drama histori,journalist trap cambodia tyrant pol pot bloodi year zero cleans campaign claim live million undesir civilian,roland joffé,sam waterston ha s ngor john malkovich julian sand
685,Ghostbusters,action comedi fantasi,parapsycholog professor set shop uniqu ghost remov servic,ivan reitman,murray dan aykroyd sigourney weaver harold rami
686,The Right Stuff,adventur biographi drama,stori origin mercuri astronaut macho seatofthep approach space program,philip kaufman,sam shepard scott glenn ed harri denni quaid
687,The King of Comedy,comedi crime drama,rupert pupkin passion unsuccess comic crave spotlight achiev stalk kidnap idol spotlight,martin scorses,robert niro jerri lewi diahnn abbott sandra bernhard
688,E.T. the Extra-Terrestrial,famili scifi,troubl child summon courag help friendli alien escap earth return home world,steven spielberg,henri thoma drew barrymor peter coyot dee wallac
689,Kramer vs. Kramer,drama,ted kramer wife leav allow lost bond rediscov ted son billi heat custodi battl ensu divorc coupl son deepen wound left separ,robert benton,dustin hoffman meryl streep jane alexand justin henri
690,Days of Heaven,drama romanc,hottemp farm labor convinc woman love marri rich die boss claim fortun,terrenc malick,richard gere brook adam sam shepard linda manz
691,The Outlaw Josey Wales,western,missouri farmer josey wale join confeder guerrilla unit wind run union soldier murder famili,clint eastwood,clint eastwood sondra lock chief dan georg mckinney
692,The Man Who Would Be King,adventur histori war,british soldier decid set king kafiristan land white man set foot alexand great,john huston,sean conneri michael cain christoph plummer saeed jaffrey
693,The Conversation,drama mysteri thriller,paranoid secret surveil expert crisi conscienc suspect coupl spi murder,franci ford coppola,gene hackman john cazal allen garfield freder forrest
694,La planète sauvage,anim scifi,faraway planet blue giant rule oppress humanoid rebel machinelik leader,rené laloux,barri bostwick jennif drake eric baugin jean topart
695,The Day of the Jackal,crime drama thriller,profession assassin codenam jackal plot kill charl gaull presid franc,fred zinnemann,edward fox terenc alexand michel auclair alan badel
696,Badlands,action crime drama,impression teenag girl deadend town older greaser boyfriend embark kill spree south dakota badland,terrenc malick,martin sheen sissi spacek warren oat ramon bieri
697,Cabaret,drama music music,femal girli club entertain weimar republ era berlin romanc men nazi parti rise power,bob foss,liza minnelli michael york helmut griem joel grey
698,Willy Wonka & the Chocolate Factory,famili fantasi music,poor hope boy seek covet golden ticket send tour willi wonka mysteri chocol factori,mel stuart,gene wilder jack albertson peter ostrum roy kinnear
699,Midnight Cowboy,drama,naiv hustler travel texa new york citi seek person fortun find new friend process,john schlesing,dustin hoffman jon voight sylvia mile john mcgiver
700,Wait Until Dark,thriller,recent blind woman terror trio thug search heroinstuf doll believ apart,terenc young,audrey hepburn alan arkin richard crenna efrem zimbalist jr
701,Guess Who's Coming to Dinner,comedi drama,coupl attitud challeng daughter introduc africanamerican fiancé,stanley kramer,spencer traci sidney poitier katharin hepburn katharin houghton
702,Bonnie and Clyde,action biographi crime,bore waitress bonni parker fall love excon name clyde barrow start violent crime spree countri steal car rob bank,arthur penn,warren beatti fay dunaway michael j pollard gene hackman
703,My Fair Lady,drama famili music,snobbish phonet professor henri higgin agre wager make flower girl eliza doolittl present high societi,georg cukor,audrey hepburn rex harrison stanley holloway wilfrid hydewhit
704,Mary Poppins,comedi famili fantasi,turn centuri london magic nanni employ music adventur help neglect children closer father,robert stevenson,juli andrew dick van dyke david tomlinson glyni john
705,The Longest Day,action drama histori,event dday told grand scale alli german point view,ken annakin,andrew marton gerd oswald bernhard wicki darryl f zanuck
706,Jules et Jim,drama romanc,decad love triangl concern friend impuls woman,françoi truffaut,jeann moreau oskar werner henri serr vanna urbino
707,The Innocents,horror,young gover children convinc hous ground haunt,jack clayton,deborah kerr peter wyngard meg jenkin michael redgrav
708,À bout de souffle,crime drama,smalltim thief steal car impuls murder motorcycl policeman want author reunit hip american journal student attempt persuad run away itali,jeanluc godard,jeanpaul belmondo jean seberg daniel boulang henrijacqu huet
709,Red River,action adventur drama,dunson lead cattl drive culmin year work destin missouri tyrann behavior way caus mutini led adopt son,howard hawk,arthur rosson john wayn montgomeri clift joann dru
710,Key Largo,action crime drama,man visit war buddi famili hotel find gangster run thing hurrican approach end confront,john huston,humphrey bogart edward g robinson lauren bacal lionel barrymor
711,To Have and Have Not,adventur comedi filmnoir,world war ii american expatri harri morgan help transport french resist leader beauti wife martiniqu romanc sensuou loung singer,howard hawk,humphrey bogart lauren bacal walter brennan dolor moran
712,Shadow of a Doubt,filmnoir thriller,young girl overjoy favorit uncl come visit famili slowli begin suspect fact merri widow killer sought author,alfr hitchcock,teresa wright joseph cotten macdonald carey henri traver
713,Stagecoach,adventur drama western,group peopl travel stagecoach journey complic threat geronimo learn process,john ford,john wayn clair trevor andi devin john carradin
714,The Lady Vanishes,mysteri thriller,travel continent europ rich young playgirl realiz elderli ladi disappear train,alfr hitchcock,margaret lockwood michael redgrav paul luka whitti
715,Bringing Up Baby,comedi famili romanc,tri secur million donat museum befuddl paleontologist pursu flighti irrit heiress pet leopard babi,howard hawk,katharin hepburn cari grant charl ruggl walter catlett
716,Bride of Frankenstein,drama horror scifi,mari shelley reveal main charact novel surviv dr frankenstein goad madder scientist build monster mate,jame whale,bori karloff elsa lanchest colin clive valeri hobson
717,Duck Soup,comedi music war,rufu t firefli name presidentdict bankrupt freedonia declar war neighbor sylvania love wealthi mr teasdal,leo mccarey,groucho marx harpo marx chico marx zeppo marx
718,Scarface: The Shame of the Nation,action crime drama,ambiti nearli insan violent gangster climb ladder success mob weak prove downfal,howard hawk,richard rosson paul muni ann dvorak karen morley
719,Frankenstein,drama horror scifi,dr frankenstein dare tamper life death creat human monster lifeless bodi part,jame whale,colin clive mae clark bori karloff john bole
720,Roma,drama,year life middleclass famili maid mexico citi earli s,alfonso cuarón,yalitza aparicio marina tavira diego cortina autrey carlo peralta
721,God's Own Country,drama romanc,spring yorkshir young farmer johnni saxbi numb daili frustrat bing drink casual sex arriv romanian migrant worker lamb season ignit intens relationship set johnni new path,franci lee,josh oconnor alec secareanu gemma jone ian hart
722,Deadpool 2,action adventur comedi,foulmouth mutant mercenari wade wilson aka deadpool bring team fellow mutant rogu protect young boy supernatur abil brutal timetravel cyborg cabl,david leitch,ryan reynold josh brolin morena baccarin julian dennison
723,Wind River,crime drama mysteri,veteran hunter help fbi agent investig murder young woman wyom nativ american reserv,taylor sheridan,kelsey asbil jeremi renner julia jone teo brion
724,Get Out,horror mysteri thriller,young africanamerican visit white girlfriend parent weekend simmer uneasi recept eventu reach boil point,jordan peel,daniel kaluuya allison william bradley whitford catherin keener
725,Mission: Impossible - Fallout,action adventur thriller,ethan hunt imf team familiar alli race time mission gone wrong,christoph mcquarri,tom cruis henri cavil ving rhame simon pegg
726,En man som heter Ove,comedi drama romanc,ove illtemp isol retire spend day enforc block associ rule visit wife grave final given life just unlik friendship develop boister new neighbor,hann holm,rolf lassgård bahar par filip berg ida engvol
727,What We Do in the Shadows,comedi horror,viago deacon vladislav vampir find modern life struggl mundan like pay rent keep chore wheel tri nightclub overcom flatmat conflict,jemain clement,taika waititi jemain clement taika waititi cori gonzalezmacu
728,Omoide no Mânî,anim drama famili,yo anna asthma she sent stay rel guardian japanes countrysid like sketch befriend marni mysteri blond marni,jame simon,hiromasa yonebayashi sara takatsuki kasumi arimura nanako matsushima
729,The Theory of Everything,biographi drama romanc,look relationship famou physicist stephen hawk wife,jame marsh,eddi redmayn felic jone tom prior sophi perri
730,Kingsman: The Secret Service,action adventur comedi,spi organis recruit promis street kid agenc train program global threat emerg twist tech geniu,matthew vaughn,colin firth taron egerton samuel l jackson michael cain
731,The Fault in Our Stars,drama romanc,teenag cancer patient begin lifeaffirm journey visit reclus author amsterdam,josh boon,shailen woodley ansel elgort nat wolff laura dern
